X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
116,135,135,-0.077178376,1,01:00.0,R_2w1snnSLVDQWCKY,anonymous,EN,"""I agree, start questionnaire""",4.526000023,4.526000023,5.863999844,1,I have read the above statement,BIOC2101,-0.060997312,1.255755655,1.088525125,1.001920934,1.038818462,"""Anne and the demonstrators are extremely responsive to questions. This makes  completing assignments more engaging and actually helpful in terms of learning, rather than just being a task to complete. They have also adapted the course really well (possibly the best out of the 3 subjects I'm doing this term). They have structured this course very well to incorporate revision and also a well structured assignment in my opinion.""","""I can't think of much as it is already good. I would personally love to have research and writing more incorporated into the course as regular assessments, as I found it really helps with the learning.""",0.96817595,0.950082003,6,Responsiveness. Very detailed responses and responds fast. Willing to help further and always put's the student's experience first. Some of my peers have even mentioned how much they like her too. Always polite.,Honestly can't think of anything. One of the best. ,0,1,0,0,0,2,0.328993505,1,0,0,0,0,0,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
117,136,136,-0.172517925,1,37:00.0,R_2WBb6YrbfZwpg9H,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1081,-0.060997312,-0.135757368,-0.66564486,0.104024578,0.139223093,NA,NA,0.081729139,0.950082003,6,NA,NA,1,0,0,0,0,1,0.669598546,1,0,0,0,0,0,0,0,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,0,0,STAFF_08 MATH1081
118,137,137,-0.111929717,1,50:00.0,R_2WGrXYvDJnHTtsr,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""Anne is by far the nicest course convenor I have ever had. She is so attentive to the students' needs and is willing to make changes to improve our experience. She attempts to answer all the questions we have. All the staff are nice too, special shoutout to Lana for making all the extra resources.""","""With the term transitioning online, we have to watch the content lectures, and there are also live sessions. This effectively increases the contact hours of the course. It can be hard to keep up with all the sessions we are to attend and to make time for them. But at the same time, I am extremely grateful for the lecturers to take time to do these live sessions for us.""",0.081729139,0.021035026,5,"""(sorry i didnt realise this one was for Anne, i answered the previous one for her)""",,1,0,0,0,0,2,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
119,138,138,-0.111929717,1,50:00.0,R_2WGrXYvDJnHTtsr,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""Anne is by far the nicest course convenor I have ever had. She is so attentive to the students' needs and is willing to make changes to improve our experience. She attempts to answer all the questions we have. All the staff are nice too, special shoutout to Lana for making all the extra resources.""","""With the term transitioning online, we have to watch the content lectures, and there are also live sessions. This effectively increases the contact hours of the course. It can be hard to keep up with all the sessions we are to attend and to make time for them. But at the same time, I am extremely grateful for the lecturers to take time to do these live sessions for us.""",0.081729139,-0.908011951,6,"""Anne explains everything thoroughly and is patient to answer all our questions, including any follow ups""","""Sometimes, her answers can be too detailed and I end up getting confused with the answer. Sometimes simplified answers will probably be more beneficial for us.""",1,0,0,0,0,2,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
120,139,139,-0.179166008,1,59:00.0,R_2X6ij5uBjM5dCle,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.842232109,-0.831513879,-1.542729853,-1.691768134,-2.559563014,NA,"Student and teacher interaction and assistance in assignments, quizzes and before exams.",-1.691164484,-1.837058927,2,NA,NA,0,1,0,0,0,1,-1.714636739,1,0,0,0,0,0,0,0,0,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0,0,STAFF_020 MATH1131
121,140,140,-0.179166008,1,59:00.0,R_2X6ij5uBjM5dCle,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.842232109,-0.831513879,-1.542729853,-1.691768134,-2.559563014,NA,"Student and teacher interaction and assistance in assignments, quizzes and before exams.",-1.691164484,-1.837058927,3,NA,NA,0,1,0,0,0,1,-1.714636739,1,0,0,0,0,0,0,0,0,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0,0,STAFF_032 MATH1131
122,142,142,-0.172215739,1,29:00.0,R_2Xnx5zpwrOEaqsh,anonymous,EN,"""I agree, start questionnaire""",2.380000114,2.380000114,6.390999794,1,I have read the above statement,CLIM1001,0.720237486,0.559999143,0.211440132,-0.793871778,0.139223093,,,0.96817595,0.021035026,5,,,1,0,0,0,0,2,-2.991905641,1,0,0,0,0,0,0,0,1,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
123,143,143,-0.103468521,1,34:00.0,R_2Y9aJMjeUY9RfkC,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.842232109,-2.223026902,-1.542729853,0.104024578,-1.659967645,advancing my knowledge and securing the foundation for future psych courses,"Six lectures on neurochemistry/biology straight off the bat was a bit heavy. It felt like that was a deep dive and SO much dry information to store. Is there a way to streamline that part of the course so as to only teach us what is necessary as an elementary building block? By comparison, memory and cognition had many overlaps from psych 1001. The course doesn't feel tailored and the initial chemistry was heavy lifting and a very intimidating start.",0.081729139,0.021035026,5,Nadia is very warm and VERY clear in her synthesising of the relevant info for us. She doesn't really have enough time to include group discussion because of the density of content.,It's not Nadia's fault but so much time is taken up in the tutorial watching the same videos we watched in the lectures.  Feels wasteful. These should work in concert?,1,0,0,0,0,1,-0.096762796,0,0,0,0,0,0,0,1,0,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,0,0,STAFF_012 PSYC1011
124,146,146,0.429889022,1,28:00.0,R_2ZBK2dJI928vxI7,anonymous,ZH-S,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.842232109,-0.135757368,-0.66564486,-1.691768134,0.139223093,NA,NA,-0.804717673,0.021035026,5,NA,NA,1,0,0,0,1,1,0.030964095,1,0,0,0,0,0,0,0,0,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0,0,STAFF_020 MATH1131
125,147,147,0.429889022,1,28:00.0,R_2ZBK2dJI928vxI7,anonymous,ZH-S,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,-0.842232109,-0.135757368,-0.66564486,-1.691768134,0.139223093,NA,NA,0.081729139,0.021035026,5,NA,NA,1,0,0,0,1,1,0.030964095,1,0,0,0,0,0,0,0,0,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0,0,STAFF_032 MATH1131
126,151,151,-0.130816315,1,06:00.0,R_33aqupfcK3EJneG,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,CLIM1001,-0.060997312,-0.831513879,-0.66564486,1.001920934,0.139223093,,,0.96817595,-0.908011951,4,Encourage participation. Prompt responses.,more interactive teaching. Online live tutorials?,1,0,0,0,0,4,0.286417875,1,0,0,0,0,0,0,0,0,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
127,152,152,-0.148796357,1,54:00.0,R_33jO18PsAqqCQsJ,anonymous,EN,"""I agree, start questionnaire""",7.653999805,7.653999805,8.56000042,1,I have read the above statement,MATH2801,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,A very active lecturer that replies to Help Forum quickly and tries to answer people's question in the most understandable way. Shows a passion for teaching students and writes out easy to understand solutions to questions.,More examples of applying the theory would be nice.,0.96817595,0.950082003,6,Jakub shows a passion for teaching this course and has a great reply game to the Help Forum which is really useful. He answers questions in a way that is easy to understand and gives solutions that are easily understood.,Not be distracted by Adam's comments in the chat during the lectures as it sometimes really breaks the flow of the lecture and causes us to go on unnecessary tangents,0,1,0,0,0,4,0.201266615,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
128,154,154,-0.184605348,1,11:00.0,R_3CPHworT8HavYH9,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1001,-0.060997312,0.559999143,-0.66564486,0.104024578,0.139223093,NA,NA,0.081729139,0.021035026,5,NA,NA,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,STAFF_018,1,0,0,0,1,0,No,No,1,0,0,0.825730316,-0.266885214,0,1,STAFF_018 PSYC1001
129,155,155,-0.176144152,1,27:00.0,R_3dQFj4AzwJ9OsD6,anonymous,EN,"I agree, start questionnaire",3.275,3.275,10.287,1,I have read the above statement,PSYC1024,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,NA,NA,0.96817595,0.950082003,6,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STAFF_02,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-1.168463283,-1.129062144,-0.345727664,1,STAFF_02 PSYC1024
130,157,157,-0.180676936,1,13:00.0,R_3exjmK5QPTglIoI,anonymous,EN,"I agree, start questionnaire",1.836,16.404,17.189,7,I have read the above statement,MATH1081,-0.060997312,-0.135757368,1.088525125,1.001920934,1.038818462,NA,NA,0.96817595,0.950082003,6,NA,NA,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,1.769692254,1,STAFF_08 MATH1081
131,158,158,-0.134744728,1,37:00.0,R_3fcpMeIDBsG4TQf,anonymous,EN,"I agree, start questionnaire",38.971,38.971,40.54,1,I have read the above statement,MATH2018,-0.060997312,-0.135757368,0.211440132,1.001920934,0.139223093,The math content is interesting to learn,"I would enjoy shorter lecture videos, even if it means having multiple. My ideal format is similar to the MATH2089 stats lectures by David Warton. ",-1.691164484,-1.837058927,3,NA,Maybe more constructive feedback in the Maple forums. Such as explaining the nature of the questions more in-depth,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,STAFF_03,1,0,0,1,0,0,No,No,0,1,0,-0.171366484,-0.266885214,-0.345727664,1,STAFF_03 MATH2018
132,159,159,-0.186418462,1,30:00.0,R_3g0XCIM76Esjm9u,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC1023,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,I loveeee this course!! so interesting and Natalie is an amazing lecturer,,0.96817595,0.950082003,6,,,1,0,0,0,0,1,-0.054187166,0,0,0,0,0,1,0,0,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.171366484,-0.266885214,-0.345727664,0,STAFF_027 PSYC1023
133,161,161,-0.17010044,1,21:00.0,R_3GqvlVZW41zsfzj,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1001,-0.842232109,-0.831513879,0.211440132,-0.793871778,-0.760372276,Interesting new concepts,Perhaps a reminder to students that despite the tutorials start at week 3 there are still lectures at the first 2 weeks,0.081729139,-0.908011951,4,Clear presentation,He is fine,0,1,0,0,0,1,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_018,1,0,0,0,1,0,No,No,1,0,0,0.825730316,-0.266885214,0,0,STAFF_018 PSYC1001
134,162,162,-0.152271491,1,22:00.0,R_3hDzFVSGdtun5Xl,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-1.623466907,0.559999143,1.088525125,0.104024578,0.139223093,The variety of topics studied ,More discussion and suggestions for further reading ,0.96817595,NA,6,Interactive and engaging ,Providing a clear structure for the content covered in lectures ,1,0,0,0,0,1,0.584447286,0,0,0,0,0,1,0,0,0,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,0,0,STAFF_012 PSYC1011
135,164,164,-0.152271491,1,22:00.0,R_3hDzFVSGdtun5Xl,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-1.623466907,0.559999143,1.088525125,0.104024578,0.139223093,The variety of topics studied ,More discussion and suggestions for further reading ,0.081729139,0.950082003,5,Constant examining of content which assisted learning ,More engaging lectures ,1,0,0,0,0,1,0.584447286,0,0,0,0,0,1,0,0,0,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,0,0,STAFF_034 PSYC1011
136,165,165,-0.105734913,1,31:00.0,R_3hfPjDugQbl7XYj,anonymous,ZH-S,"I agree, start questionnaire",6.615,15.217,16.579,4,I have read the above statement,MATH1131,-0.060997312,1.255755655,1.088525125,1.001920934,1.038818462,"You can check how you've done on the Maple, it is pretty related to the course content to help our understanding on topics.",I wish we could have lecture to teach us how to use the calculator Maple,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,1,0.839901066,0,0,0,0,0,0,1,0,1,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0.903369133,0,STAFF_020 MATH1131
137,166,166,-0.105734913,1,31:00.0,R_3hfPjDugQbl7XYj,anonymous,ZH-S,"I agree, start questionnaire",6.615,15.217,16.579,4,I have read the above statement,MATH1131,-0.060997312,1.255755655,1.088525125,1.001920934,1.038818462,"You can check how you've done on the Maple, it is pretty related to the course content to help our understanding on topics.",I wish we could have lecture to teach us how to use the calculator Maple,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,1,0.839901066,0,0,0,0,0,0,1,0,1,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0.903369133,0,STAFF_032 MATH1131
138,167,167,-0.125981346,1,57:00.0,R_3HnN0GtQbAWtR0o,anonymous,EN,"""I agree, start questionnaire""",1.274000049,3.901000023,6.096000195,3,I have read the above statement,BIOC2101,-0.842232109,0.559999143,0.211440132,0.104024578,1.038818462,Anne Galea. The course is clearly formatted and organised in a way that makes it easy to follow and fit in each rewuired task.,Review question banks could be a bit more demanding,0.081729139,0.950082003,6,We love Anne. Straight up the brst lecturer I've had. Clear flow and srudent engagement are her fortes.,Provide some juicy (difficult) revision questions,0,1,0,0,0,2,0.754749806,0,0,0,0,0,0,0,1,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,0.035739118,0,STAFF_029 BIOC2101
139,168,168,-0.125981346,1,57:00.0,R_3HnN0GtQbAWtR0o,anonymous,EN,"""I agree, start questionnaire""",1.274000049,3.901000023,6.096000195,3,I have read the above statement,BIOC2101,-0.842232109,0.559999143,0.211440132,0.104024578,1.038818462,Anne Galea. The course is clearly formatted and organised in a way that makes it easy to follow and fit in each rewuired task.,Review question banks could be a bit more demanding,NA,NA,5,"""We had limited interactiob with Normani this sem s I its hard to say. Despite this, her lecfures flow nearly and make them 'high yield'""",Providing rreview questions across the difficulty spectrum,0,1,0,0,0,2,0.754749806,0,0,0,0,0,0,0,1,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.035739118,0,STAFF_04 BIOC2101
140,170,170,0.216092726,1,12:00.0,R_3J4QN4srq66AFZQ,anonymous,EN,"""I agree, start questionnaire""",0.783999979,5.949999809,6.217000008,5,I have read the above statement,MATH2801,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"""The content, Jakub and my interest in statistics. """,Final exam not being 60% would help it improve. ,0.96817595,0.950082003,6,"""He's just a calm and cool. Always explains thoroughly, if a student fails to understand he goes back and makes sure  that they understand the concept. Great character.""",Get a better quality camera when tutoring online. ,0,1,0,0,0,2,0.243842245,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,0.404427398,0,STAFF_017 MATH2801
141,171,171,0.563001768,1,15:00.0,R_3JFAIFQn37NbLUl,anonymous,EN,"I agree, start questionnaire",138.667,138.667,139.862,1,I have read the above statement,MATH1081,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"Discrete showcases a very different and interesting perspective on maths which has never been explored or taught by school, and I have only partially explored myself (through youtube videos etc).",As of yet I dont have any complaints about this course.,0.96817595,0.950082003,6,"David pays very close attention to the chat and aims to answer every single question posed to him. This makes sure that after every lecture everyone leaves knowing they understand the content covered, and if they don't he is willing to stay back much after the allotted time to straighten out any confusion. He also provides very effective explanations for new topics and spends the right amount of time on different ideas depending on their difficulty. ",n/a,0,1,0,0,0,1,0.201266615,0,0,0,0,0,0,0,1,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.345727664,0,STAFF_08 MATH1081
142,172,172,12.0141731,1,22:00.0,R_3jSuKHKsd39j2QT,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-0.760372276,,,-0.804717673,-0.908011951,4,,,1,0,0,0,0,2,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
143,173,173,12.0141731,1,22:00.0,R_3jSuKHKsd39j2QT,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-0.760372276,,,-0.804717673,-0.908011951,5,,,1,0,0,0,0,2,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
144,174,174,-0.152422584,1,14:00.0,R_3Jxa7nEXMR3PEid,anonymous,EN,"I agree, start questionnaire",2.452,2.452,29.678,1,I have read the above statement,PSYC1011,-0.842232109,-0.135757368,-0.66564486,-0.793871778,0.139223093,i am intrigued with the content and i feel that the lecturers and tutor members are engaged with what they are teaching ,NA,-0.804717673,-0.908011951,6,lectures were engaging and he made an effort to ensure complex things were properly explained ,lectures were often very long but that is understandable due to how thorough he was being and the large amount of content of psychobiology ,1,0,0,0,0,1,0.286417875,0,0,0,0,0,0,0,1,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.345727664,0,STAFF_012 PSYC1011
